age,workclass,education,marital-status,race,sex,hours-per-week,incomeclass
47, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
56, Private, 9th, Married-civ-spouse, White, Male,40, <=50K
40, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
20, Private, Some-college, Never-married, White, Female,10, <=50K
36, Private, Some-college, Separated, White, Male,40, <=50K
45, Private, Bachelors, Never-married, White, Male,40, <=50K
38, Private, 9th, Married-civ-spouse, White, Male,40, <=50K
60, State-gov, Prof-school, Married-civ-spouse, White, Male,40, >50K
70, Self-emp-not-inc, Masters, Married-civ-spouse, Black, Male,40, <=50K
21, Private, Some-college, Never-married, White, Female,30, <=50K
57, Private, HS-grad, Widowed, White, Female,40, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Male,48, <=50K
37, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male,50, >50K
68, Private, Some-college, Married-civ-spouse, White, Male,55, >50K
28, Private, 11th, Married-civ-spouse, White, Female,40, <=50K
32, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
30, Private, Prof-school, Divorced, White, Male,50, >50K
18, Private, 11th, Never-married, White, Male,30, <=50K
45, Private, Some-college, Divorced, White, Female,20, <=50K
22, Private, HS-grad, Never-married, White, Female,40, <=50K
38, Private, Bachelors, Never-married, White, Female,8, <=50K
37, Private, Assoc-voc, Divorced, White, Female,40, <=50K
23, Private, Bachelors, Never-married, White, Male,40, <=50K
59, Private, 7th-8th, Married-civ-spouse, White, Male,40, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male,40, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,50, >50K
18, Private, HS-grad, Never-married, White, Male,25, <=50K
30, Private, Bachelors, Never-married, White, Female,40, <=50K
50, Private, Some-college, Married-civ-spouse, White, Male,45, >50K
63, ?, 11th, Married-civ-spouse, White, Male,40, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
48, Private, 9th, Divorced, White, Female,40, <=50K
60, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
46, Private, HS-grad, Separated, White, Female,50, <=50K
30, ?, HS-grad, Never-married, White, Male,30, <=50K
39, Private, Bachelors, Married-civ-spouse, White, Male,60, >50K
55, Local-gov, Some-college, Married-civ-spouse, White, Male,40, >50K
17, Private, 11th, Never-married, White, Male,15, <=50K
46, Private, Bachelors, Married-civ-spouse, White, Male,55, >50K
50, Private, HS-grad, Divorced, White, Female,65, <=50K
32, Private, Bachelors, Never-married, Black, Male,30, <=50K
18, Private, HS-grad, Never-married, White, Female,40, <=50K
34, Private, HS-grad, Separated, Black, Male,40, <=50K
50, Private, Bachelors, Divorced, White, Male,45, >50K
32, Private, 11th, Married-civ-spouse, White, Male,55, <=50K
23, Local-gov, Bachelors, Never-married, Black, Female,40, <=50K
26, Private, Bachelors, Never-married, White, Male,50, <=50K
46, Private, Assoc-acdm, Divorced, White, Female,50, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,55, <=50K
32, Private, HS-grad, Married-civ-spouse, White, Male,60, >50K
37, State-gov, Assoc-acdm, Divorced, White, Female,38, <=50K
48, Private, Some-college, Married-civ-spouse, White, Male,45, >50K
28, Private, Bachelors, Never-married, White, Male,40, <=50K
43, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
51, Local-gov, 10th, Widowed, White, Female,24, <=50K
30, Private, HS-grad, Never-married, White, Male,50, <=50K
34, State-gov, Masters, Married-civ-spouse, White, Male,50, >50K
34, Private, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male,40, <=50K
41, Private, Bachelors, Married-civ-spouse, White, Male,60, >50K
53, Private, 10th, Divorced, White, Female,48, <=50K
42, Private, Preschool, Married-civ-spouse, White, Male,40, <=50K
18, Private, HS-grad, Never-married, White, Female,30, <=50K
81, Private, Bachelors, Widowed, White, Male,50, >50K
40, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Female,35, <=50K
20, Private, Some-college, Never-married, White, Female,15, <=50K
41, Private, HS-grad, Never-married, White, Female,50, <=50K
49, State-gov, Masters, Married-civ-spouse, White, Male,45, >50K
22, Private, Some-college, Never-married, White, Female,20, <=50K
46, Private, Bachelors, Divorced, White, Male,45, >50K
56, Private, Some-college, Divorced, White, Female,40, <=50K
35, Private, HS-grad, Married-civ-spouse, White, Female,40, >50K
34, Private, Bachelors, Separated, White, Female,35, <=50K
29, Local-gov, Masters, Married-civ-spouse, White, Female,40, >50K
28, Private, 12th, Married-civ-spouse, White, Male,45, <=50K
35, Private, Bachelors, Never-married, White, Male,37, <=50K
29, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Female,30, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,95, >50K
45, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
43, Private, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
35, ?, HS-grad, Married-civ-spouse, White, Female,25, <=50K
21, ?, Some-college, Never-married, White, Male,20, <=50K
35, Private, 10th, Never-married, White, Male,40, <=50K
30, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
45, Private, HS-grad, Never-married, White, Female,40, <=50K
29, Private, Some-college, Never-married, White, Female,20, <=50K
29, State-gov, 10th, Never-married, Black, Female,40, <=50K
33, Private, Bachelors, Never-married, White, Female,40, <=50K
17, Private, 10th, Never-married, Black, Male,15, <=50K
52, Private, HS-grad, Divorced, White, Female,25, <=50K
24, Private, Some-college, Separated, White, Female,35, <=50K
32, State-gov, HS-grad, Married-civ-spouse, White, Male,40, >50K
40, Private, Bachelors, Never-married, White, Female,48, <=50K
32, Private, HS-grad, Separated, White, Male,40, <=50K
33, Private, Bachelors, Never-married, White, Female,40, <=50K
30, Private, 7th-8th, Never-married, White, Male,38, <=50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
62, Without-pay, Assoc-acdm, Married-civ-spouse, White, Male,50, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, White, Male,40, >50K
32, Private, Assoc-voc, Never-married, White, Female,64, <=50K
26, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male,40, >50K
57, Federal-gov, Some-college, Married-civ-spouse, White, Male,40, >50K
52, Private, Some-college, Married-civ-spouse, White, Male,45, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,50, >50K
19, Private, HS-grad, Never-married, White, Male,16, <=50K
49, Private, Bachelors, Never-married, White, Male,45, >50K
47, Private, Assoc-voc, Married-civ-spouse, White, Male,60, >50K
38, Private, 11th, Married-civ-spouse, White, Female,32, <=50K
30, Private, HS-grad, Never-married, White, Male,40, <=50K
32, Private, 11th, Married-civ-spouse, White, Male,40, <=50K
32, Private, HS-grad, Married-civ-spouse, White, Female,50, >50K
46, Private, Assoc-voc, Never-married, White, Female,40, <=50K
22, Private, HS-grad, Never-married, White, Male,50, <=50K
47, Local-gov, Some-college, Married-civ-spouse, White, Male,50, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Female,25, >50K
47, Private, Some-college, Divorced, Black, Female,40, <=50K
41, Private, Bachelors, Married-civ-spouse, White, Male,56, >50K
36, Local-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
32, Private, Bachelors, Married-civ-spouse, White, Male,60, <=50K
37, Private, 11th, Married-spouse-absent, White, Male,40, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,45, <=50K
64, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
17, Private, 10th, Never-married, White, Male,15, <=50K
23, Private, Some-college, Never-married, White, Female,15, <=50K
40, Private, Some-college, Divorced, White, Female,40, <=50K
42, State-gov, Bachelors, Married-civ-spouse, White, Male,50, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,42, <=50K
35, Federal-gov, Some-college, Never-married, White, Female,40, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, White, Male,50, <=50K
52, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, White, Male,45, >50K
48, State-gov, Doctorate, Married-civ-spouse, White, Male,65, >50K
24, Private, HS-grad, Divorced, White, Female,40, <=50K
33, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
34, Private, HS-grad, Divorced, Black, Male,42, <=50K
24, ?, Bachelors, Divorced, White, Female,40, <=50K
23, Private, Some-college, Never-married, Other, Male,24, <=50K
49, Private, HS-grad, Married-civ-spouse, White, Male,65, >50K
18, Private, HS-grad, Never-married, White, Male,25, <=50K
20, Private, 12th, Never-married, White, Male,40, <=50K
54, Private, Masters, Married-civ-spouse, White, Male,55, >50K
19, Private, Some-college, Never-married, White, Male,40, <=50K
53, Private, HS-grad, Married-civ-spouse, White, Male,46, >50K
34, ?, 12th, Separated, Black, Female,40, <=50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
35, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
20, Private, Some-college, Never-married, White, Female,20, <=50K
31, Private, Some-college, Divorced, White, Female,50, <=50K
37, Private, Doctorate, Separated, White, Female,40, <=50K
64, Private, 12th, Married-civ-spouse, White, Male,40, <=50K
42, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
27, Private, Some-college, Divorced, White, Male,50, <=50K
36, Self-emp-not-inc, Some-college, Never-married, White, Female,50, <=50K
36, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
23, Private, HS-grad, Never-married, Black, Male,40, <=50K
46, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
24, Private, 11th, Never-married, Black, Male,35, <=50K
22, Private, HS-grad, Never-married, White, Female,40, <=50K
62, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
19, Private, HS-grad, Never-married, White, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Male,30, <=50K
47, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Male,40, >50K
57, Private, HS-grad, Never-married, White, Female,40, <=50K
19, Private, HS-grad, Never-married, White, Male,35, <=50K
37, Local-gov, Masters, Married-civ-spouse, White, Female,45, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,65, >50K
17, Private, 12th, Never-married, White, Female,20, <=50K
36, Local-gov, Some-college, Divorced, White, Female,35, <=50K
50, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
35, Private, HS-grad, Married-civ-spouse, White, Female,35, <=50K
27, State-gov, Doctorate, Never-married, White, Male,77, <=50K
28, Private, HS-grad, Married-civ-spouse, White, Male,30, <=50K
29, Self-emp-not-inc, Prof-school, Divorced, White, Male,60, >50K
25, Private, HS-grad, Separated, Black, Male,40, <=50K
47, Self-emp-inc, Assoc-acdm, Widowed, White, Female,67, <=50K
29, State-gov, Masters, Married-civ-spouse, White, Female,45, >50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
49, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
31, Private, Prof-school, Married-civ-spouse, White, Male,25, >50K
43, Federal-gov, Assoc-acdm, Married-civ-spouse, Black, Female,40, <=50K
56, Self-emp-not-inc, 11th, Married-civ-spouse, White, Male,40, <=50K
42, Private, HS-grad, Divorced, White, Female,40, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, White, Male,56, >50K
40, Private, Bachelors, Widowed, White, Female,40, <=50K
44, Private, Some-college, Divorced, White, Female,38, <=50K
17, ?, 10th, Never-married, White, Female,20, <=50K
36, Private, HS-grad, Divorced, White, Female,40, <=50K
19, Private, Some-college, Never-married, White, Female,20, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, White, Female,40, >50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,35, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Amer-Indian-Eskimo, Male,60, <=50K
33, Private, Some-college, Separated, White, Female,37, <=50K
22, Private, 9th, Never-married, Asian-Pac-Islander, Male,40, <=50K
17, ?, 11th, Never-married, White, Female,25, <=50K
41, Private, HS-grad, Married-civ-spouse, White, Male,45, >50K
46, Private, 9th, Married-civ-spouse, White, Male,43, <=50K
33, Private, HS-grad, Never-married, White, Female,20, <=50K
32, Private, Preschool, Married-civ-spouse, White, Male,40, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, White, Male,40, <=50K
27, Private, HS-grad, Never-married, White, Female,40, <=50K
48, State-gov, HS-grad, Married-civ-spouse, White, Male,72, >50K
22, Private, Some-college, Never-married, White, Female,35, <=50K
25, Private, HS-grad, Divorced, White, Male,50, <=50K
60, ?, HS-grad, Married-civ-spouse, White, Male,42, <=50K
38, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
37, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
49, Private, Some-college, Divorced, White, Female,40, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,30, <=50K
48, Private, HS-grad, Married-civ-spouse, White, Male,46, >50K
31, Private, Some-college, Never-married, Black, Female,40, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,45, <=50K
25, Private, HS-grad, Divorced, White, Female,37, <=50K
68, Private, Bachelors, Married-civ-spouse, White, Male,45, >50K
18, ?, HS-grad, Never-married, Black, Female,20, <=50K
19, Private, 12th, Never-married, White, Female,30, <=50K
35, Self-emp-inc, HS-grad, Never-married, White, Male,60, <=50K
28, Private, HS-grad, Divorced, White, Female,50, <=50K
53, Private, HS-grad, Divorced, White, Female,40, <=50K
33, Private, Some-college, Married-civ-spouse, White, Male,41, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, White, Female,35, <=50K
36, Private, Bachelors, Married-civ-spouse, White, Male,50, >50K
34, Private, Some-college, Married-civ-spouse, White, Male,45, <=50K
32, Private, Some-college, Never-married, White, Female,40, <=50K
19, Private, Some-college, Never-married, White, Male,25, <=50K
24, Private, HS-grad, Never-married, White, Female,40, <=50K
34, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
32, Private, HS-grad, Never-married, White, Female,35, <=50K
37, Private, HS-grad, Married-civ-spouse, White, Male,45, >50K
31, Private, Some-college, Separated, White, Female,40, <=50K
21, Private, Some-college, Never-married, White, Female,35, <=50K
47, Private, HS-grad, Married-civ-spouse, White, Male,85, >50K
23, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
33, Private, Masters, Married-civ-spouse, White, Male,40, >50K
60, ?, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,25, <=50K
17, Private, HS-grad, Never-married, White, Male,20, <=50K
67, Private, HS-grad, Married-civ-spouse, White, Male,24, <=50K
57, Private, Masters, Married-civ-spouse, White, Male,55, >50K
17, Private, 11th, Never-married, White, Male,20, <=50K
53, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,50, >50K
24, State-gov, HS-grad, Married-civ-spouse, White, Male,49, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,40, <=50K
51, Private, Masters, Married-civ-spouse, White, Male,47, >50K
38, Private, HS-grad, Separated, Black, Male,40, <=50K
51, Private, HS-grad, Married-civ-spouse, White, Male,46, >50K
18, Private, HS-grad, Never-married, White, Female,10, <=50K
23, Private, Some-college, Separated, White, Female,40, <=50K
42, Private, Some-college, Married-civ-spouse, White, Male,60, >50K
34, Private, HS-grad, Separated, White, Female,35, <=50K
39, Private, HS-grad, Never-married, White, Male,40, <=50K
20, ?, HS-grad, Never-married, White, Male,12, <=50K
39, Private, Some-college, Never-married, Black, Female,40, <=50K
21, Self-emp-not-inc, Some-college, Never-married, White, Male,40, <=50K
26, Private, 7th-8th, Never-married, White, Male,40, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, White, Male,40, <=50K
34, Private, Some-college, Divorced, White, Female,40, <=50K
32, State-gov, HS-grad, Never-married, White, Male,40, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male,40, <=50K
24, ?, 11th, Married-civ-spouse, Other, Female,24, <=50K
54, Private, Bachelors, Widowed, White, Female,40, <=50K
54, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
67, Private, HS-grad, Widowed, White, Female,18, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Male,60, <=50K
37, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
47, Private, Bachelors, Divorced, White, Female,25, <=50K
51, Private, HS-grad, Divorced, White, Female,40, <=50K
45, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Female,30, <=50K
58, Self-emp-inc, Doctorate, Married-civ-spouse, White, Male,24, >50K
27, Private, HS-grad, Never-married, Black, Male,40, <=50K
36, Private, Some-college, Never-married, White, Female,40, <=50K
20, ?, Assoc-acdm, Never-married, White, Male,40, <=50K
51, Private, HS-grad, Never-married, White, Female,40, <=50K
45, Self-emp-not-inc, Masters, Never-married, White, Female,60, <=50K
32, Private, HS-grad, Divorced, White, Male,40, <=50K
59, Private, HS-grad, Divorced, Black, Female,40, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,40, >50K
43, ?, HS-grad, Married-civ-spouse, White, Male,40, <=50K
54, Private, 10th, Divorced, White, Male,68, >50K
20, ?, Some-college, Never-married, White, Female,32, <=50K
29, Local-gov, Bachelors, Never-married, Black, Female,42, <=50K
28, Private, 11th, Never-married, Black, Female,40, <=50K
18, Self-emp-not-inc, 11th, Never-married, White, Female,40, <=50K
49, Private, Bachelors, Divorced, White, Female,50, <=50K
46, Private, HS-grad, Divorced, White, Male,30, <=50K
58, ?, HS-grad, Married-civ-spouse, Black, Male,30, <=50K
56, Private, Bachelors, Never-married, White, Female,45, <=50K
41, Private, Assoc-acdm, Divorced, Black, Female,50, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male,60, >50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,35, <=50K
30, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
62, Private, HS-grad, Widowed, Black, Female,40, <=50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
29, Private, HS-grad, Married-civ-spouse, Black, Female,40, <=50K
20, ?, Some-college, Never-married, Black, Female,40, <=50K
36, Private, 7th-8th, Married-civ-spouse, White, Male,35, <=50K
36, Private, HS-grad, Never-married, White, Male,40, <=50K
51, Local-gov, Assoc-acdm, Married-civ-spouse, White, Female,30, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,50, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
17, Private, 10th, Never-married, White, Male,20, <=50K
18, Private, HS-grad, Never-married, White, Female,20, <=50K
40, Self-emp-inc, Bachelors, Never-married, White, Male,40, <=50K
26, Self-emp-inc, Bachelors, Never-married, White, Female,40, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,45, <=50K
32, Private, HS-grad, Divorced, White, Male,40, <=50K
33, Private, 9th, Married-civ-spouse, White, Male,40, <=50K
28, ?, Some-college, Never-married, White, Female,40, <=50K
43, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
47, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
37, Private, Some-college, Never-married, Black, Female,40, <=50K
73, ?, Bachelors, Married-civ-spouse, White, Male,10, <=50K
37, Private, HS-grad, Married-civ-spouse, White, Male,30, <=50K
50, Private, Some-college, Married-civ-spouse, White, Female,35, >50K
19, Private, HS-grad, Never-married, White, Male,50, <=50K
32, Local-gov, Some-college, Married-civ-spouse, White, Male,40, <=50K
44, Local-gov, Assoc-voc, Divorced, Asian-Pac-Islander, Male,40, <=50K
20, Private, Some-college, Never-married, White, Female,16, <=50K
29, Private, Some-college, Never-married, White, Female,40, <=50K
21, ?, Some-college, Never-married, White, Female,40, <=50K
34, Private, Assoc-voc, Never-married, White, Female,40, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, White, Male,52, <=50K
18, Private, 11th, Never-married, White, Female,20, <=50K
22, Private, Some-college, Never-married, White, Female,40, <=50K
39, State-gov, Doctorate, Divorced, White, Female,40, >50K
26, Local-gov, Some-college, Never-married, White, Male,40, <=50K
29, ?, Bachelors, Married-civ-spouse, White, Male,25, <=50K
21, Private, Some-college, Never-married, White, Male,40, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, White, Male,50, <=50K
24, Private, Assoc-acdm, Never-married, White, Male,20, <=50K
26, Private, Bachelors, Never-married, White, Male,60, <=50K
25, Private, Some-college, Never-married, White, Male,60, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, White, Male,40, <=50K
52, Private, Bachelors, Married-civ-spouse, White, Male,38, >50K
30, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
31, Private, HS-grad, Divorced, White, Male,40, <=50K
44, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,60, >50K
31, Private, HS-grad, Never-married, White, Female,40, <=50K
57, Private, 7th-8th, Widowed, White, Female,10, <=50K
58, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
41, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
23, Private, HS-grad, Never-married, White, Female,40, <=50K
47, Private, HS-grad, Divorced, White, Female,40, <=50K
72, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male,28, >50K
26, Self-emp-not-inc, Bachelors, Divorced, White, Male,38, <=50K
45, Federal-gov, Some-college, Never-married, White, Male,40, <=50K
48, Private, Prof-school, Married-civ-spouse, White, Male,50, >50K
23, Private, Some-college, Never-married, White, Male,40, <=50K
20, Local-gov, HS-grad, Never-married, Black, Female,40, <=50K
18, Private, 11th, Never-married, White, Male,15, <=50K
27, Private, Bachelors, Never-married, White, Female,40, <=50K
25, Private, HS-grad, Never-married, White, Male,35, <=50K
45, Private, HS-grad, Never-married, Black, Female,30, <=50K
53, Private, Some-college, Never-married, Black, Female,40, <=50K
54, Private, Some-college, Married-civ-spouse, White, Male,45, >50K
41, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
23, Private, 9th, Never-married, White, Male,35, <=50K
17, Private, 10th, Never-married, White, Male,18, <=50K
42, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
61, Private, 12th, Married-spouse-absent, White, Male,40, <=50K
57, Private, Some-college, Widowed, White, Female,38, >50K
21, State-gov, Some-college, Never-married, White, Male,35, <=50K
44, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
48, Private, Assoc-acdm, Divorced, White, Male,44, <=50K
46, Private, Prof-school, Divorced, White, Male,48, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, White, Male,86, <=50K
35, Private, HS-grad, Never-married, White, Female,54, <=50K
27, Local-gov, Bachelors, Never-married, White, Female,40, <=50K
28, Private, Some-college, Never-married, Other, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Male,10, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,50, >50K
69, ?, HS-grad, Divorced, White, Female,40, <=50K
69, ?, Assoc-acdm, Widowed, White, Female,6, <=50K
36, State-gov, Assoc-voc, Married-spouse-absent, White, Female,40, <=50K
20, Private, 12th, Never-married, White, Male,35, <=50K
28, State-gov, Bachelors, Married-civ-spouse, White, Male,50, <=50K
58, Private, HS-grad, Married-civ-spouse, White, Female,38, <=50K
48, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
39, Private, Some-college, Divorced, White, Female,56, <=50K
38, Private, HS-grad, Married-civ-spouse, White, Male,44, <=50K
50, Local-gov, Assoc-acdm, Divorced, White, Female,40, <=50K
35, Private, Bachelors, Never-married, White, Female,40, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, White, Male,50, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,38, <=50K
54, Private, Assoc-acdm, Divorced, White, Female,55, >50K
42, Private, Bachelors, Never-married, White, Female,12, <=50K
32, Private, 10th, Separated, Black, Female,40, <=50K
55, State-gov, Doctorate, Married-civ-spouse, Asian-Pac-Islander, Male,70, >50K
63, Private, Some-college, Married-civ-spouse, White, Male,30, <=50K
21, Private, 9th, Never-married, White, Male,48, <=50K
62, ?, Masters, Married-civ-spouse, White, Male,30, >50K
46, Local-gov, Bachelors, Married-civ-spouse, White, Male,40, >50K
43, Private, Some-college, Never-married, Black, Female,40, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, <=50K
37, Private, 9th, Married-civ-spouse, White, Male,40, <=50K
51, Private, HS-grad, Never-married, White, Female,45, <=50K
45, Private, Bachelors, Married-civ-spouse, White, Male,72, >50K
19, Private, 12th, Never-married, White, Male,20, <=50K
61, ?, HS-grad, Married-civ-spouse, White, Male,40, >50K
61, Private, 9th, Widowed, Black, Male,65, <=50K
21, Private, HS-grad, Never-married, White, Female,40, <=50K
45, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
38, Private, Bachelors, Married-civ-spouse, White, Male,50, >50K
28, Private, Bachelors, Married-civ-spouse, White, Female,40, >50K
40, Local-gov, Bachelors, Married-civ-spouse, White, Male,35, <=50K
32, Private, HS-grad, Never-married, Black, Female,40, <=50K
55, Local-gov, Some-college, Married-spouse-absent, Black, Female,35, <=50K
64, Private, HS-grad, Widowed, White, Female,23, <=50K
34, Private, HS-grad, Separated, White, Male,40, <=50K
19, ?, Some-college, Never-married, White, Male,60, <=50K
58, Private, Some-college, Divorced, Black, Female,40, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, White, Male,55, <=50K
44, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
31, Private, Some-college, Separated, Black, Female,40, <=50K
31, Federal-gov, HS-grad, Never-married, White, Female,40, <=50K
39, Private, Some-college, Married-civ-spouse, White, Female,45, >50K
19, Private, 12th, Never-married, White, Female,18, <=50K
56, Private, HS-grad, Divorced, White, Female,40, <=50K
53, Local-gov, 9th, Married-civ-spouse, White, Male,40, <=50K
68, Private, Masters, Married-civ-spouse, White, Male,18, <=50K
69, Private, HS-grad, Widowed, White, Female,18, <=50K
62, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
62, State-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
39, Private, HS-grad, Divorced, White, Female,40, <=50K
45, Federal-gov, Assoc-acdm, Never-married, White, Male,40, <=50K
29, Private, Some-college, Married-civ-spouse, Black, Male,50, <=50K
33, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
34, Private, Some-college, Married-civ-spouse, Black, Male,40, >50K
29, Private, HS-grad, Never-married, White, Female,40, <=50K
65, Self-emp-inc, 11th, Married-civ-spouse, White, Male,35, >50K
18, Private, Some-college, Never-married, White, Female,35, <=50K
22, Private, HS-grad, Never-married, White, Male,40, <=50K
30, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
44, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
48, Private, Some-college, Divorced, White, Female,20, <=50K
52, Federal-gov, HS-grad, Divorced, White, Male,45, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,20, >50K
48, Federal-gov, HS-grad, Married-spouse-absent, White, Female,40, <=50K
25, Private, Bachelors, Never-married, White, Female,40, <=50K
41, Private, Bachelors, Married-civ-spouse, White, Male,50, >50K
37, Private, HS-grad, Never-married, White, Male,40, <=50K
